transaction_id,customer_id,sale_amount,transaction_date
129,1011,217.04610992794767,2025-05-09
130,1033,195.67932465841932,2025-05-10
131,1032,,2025-05-11
132,1047,213.93615174853306,2025-05-12
133,1022,77.38676993421333,2025-05-13
134,1061,154.9353090667666,2025-05-14
135,1087,194.56856679555722,2025-05-15
136,1036,197.2257520851163,2025-05-16
137,1098,212.9694654499847,2025-05-17
138,1043,215.11741451658213,2025-05-18
139,1085,275.81166614669485,2025-05-19
140,1090,215.62292405489737,2025-05-20
141,1034,184.34881458917798,2025-05-21
142,1064,120.04382637312587,2025-05-22
143,1098,131.57049422290714,2025-05-23
144,1046,226.77459049876023,2025-05-24
145,1077,253.0223407055234,2025-05-25
146,1002,277.06854984590916,2025-05-26
147,1000,158.60534605421435,2025-05-27
148,1004,184.80677822845365,2025-05-28
149,1089,212.11668430415563,2025-05-29
150,1013,302.36994605651194,2025-05-30
151,1026,205.7430734106948,2025-05-31
152,1008,277.56314273664856,2025-06-01
153,1078,208.4986451453654,2025-06-02
154,1014,257.66225932142277,2025-06-03
155,1089,251.3289923276039,2025-06-04
156,1041,208.30440662540755,2025-06-05
157,1076,148.98083763689226,2025-06-06
158,1050,186.54527810355248,2025-06-07
159,1062,274.45225869422393,2025-06-08
160,1095,243.89125842400568,2025-06-09
161,1051,178.31748366140764,2025-06-10
162,1095,182.88456806878003,2025-06-11
163,1003,113.45634481172164,2025-06-12
164,1093,272.21693959909055,2025-06-13
165,1022,244.30317801230765,2025-06-14
166,1014,193.14610894790735,2025-06-15
167,1042,210.00672095867114,2025-06-16
168,1028,91.45670859347949,2025-06-17
169,1035,175.66427519786254,2025-06-18
170,1012,266.72228204320675,2025-06-19
171,1031,249.07736883650406,2025-06-20
172,1070,,2025-06-21
173,1058,199.26408706825316,2025-06-22
174,1085,239.82027148481632,2025-06-23
175,1027,185.93074467244568,2025-06-24
176,1065,116.76534019024962,2025-06-25
177,1041,199.69004301630636,2025-06-26
178,1044,220.15596635427886,2025-06-27
179,1061,256.1338842399011,2025-06-28
180,1056,127.94021197520007,2025-06-29
181,1005,193.85443467242723,2025-06-30
182,1027,196.23481726224384,2025-07-01
183,1027,144.9374047576444,2025-07-02
184,1043,224.3836637461647,2025-07-03
185,1083,237.36840158059007,2025-07-04
186,1029,185.46538459844783,2025-07-05
187,1061,302.7546304310736,2025-07-06
188,1074,184.0319996233171,2025-07-07
189,1091,177.66582646546664,2025-07-08
190,1088,176.2164326015699,2025-07-09
191,1061,159.22504633557557,2025-07-10
192,1096,172.04872533830715,2025-07-11
193,1000,128.2955565383738,2025-07-12
194,1026,190.42335880433535,2025-07-13
195,1061,202.87370015121485,2025-07-14
196,1076,85.8598754979601,2025-07-15
197,1002,194.9025243760072,2025-07-16
198,1069,202.10670408709646,2025-07-17
199,1071,225.72944953452696,2025-07-18
200,1026,260.23175362879124,2025-07-19
201,1008,242.5677132300255,2025-07-20
202,1061,168.9818138732224,2025-07-21
203,1036,163.17939138711768,2025-07-22
204,1096,228.9752200774927,2025-07-23
205,1050,172.63600818312392,2025-07-24
206,1043,138.5972990438188,2025-07-25
207,1023,318.7070871700298,2025-07-26
208,1078,184.4637867691403,2025-07-27
209,1058,168.6737908655728,2025-07-28
210,1031,90.39349718790106,2025-07-29
211,1095,242.57010461894143,2025-07-30
212,1087,150.60320771017294,2025-07-31
213,1051,201.4310279783913,2025-08-01
214,1061,248.43115781522107,2025-08-02
215,1057,151.38657261379643,2025-08-03
216,1051,203.97412259087693,2025-08-04
217,1011,276.18937050969043,2025-08-05
218,1038,77.16264715682604,2025-08-06
219,1001,159.47470765103907,2025-08-07
220,1002,154.77290581064642,2025-08-08
221,1055,190.65474387197955,2025-08-09
222,1080,197.6104561313231,2025-08-10
223,1058,146.93686835267047,2025-08-11
224,1001,167.2813326943492,2025-08-12
225,1001,161.33875147735884,2025-08-13
226,1091,182.46053774135655,2025-08-14
227,1053,210.91113662655482,2025-08-15
228,1086,245.528206118554,2025-08-16
229,1095,,2025-08-17
230,1096,232.68171306676618,2025-08-18
231,1000,156.30129402574516,2025-08-19
232,1018,199.8352039836323,2025-08-20
233,1001,318.7164701746194,2025-08-21
234,1052,250.72663463436487,2025-08-22
235,1043,177.97477205632376,2025-08-23
236,1089,279.101909148189,2025-08-24
237,1031,180.5965405101293,2025-08-25
238,1069,166.5799015848366,2025-08-26
239,1031,269.78659679642817,2025-08-27
240,1067,134.51753549940508,2025-08-28
241,1054,104.31112098658218,2025-08-29
242,1074,247.06422890302375,2025-08-30
243,1055,201.38454658081065,2025-08-31
244,1016,206.3682739268578,2025-09-01
245,1037,181.92885802865112,2025-09-02
246,1023,188.07533163079708,2025-09-03
247,1068,177.09450485843118,2025-09-04
248,1097,168.70035348727998,2025-09-05
249,1069,180.90448888156192,2025-09-06
250,1085,5000.0,2025-09-07
251,1010,158.57081144906323,2025-09-08
252,1015,172.7415400334078,2025-09-09
253,1096,74.86202391688923,2025-09-10
254,1072,234.23211007775842,2025-09-11
255,1058,219.51266344915712,2025-09-12
256,1069,195.75455837520838,2025-09-13
257,1079,211.86621923798717,2025-09-14
258,1092,213.6788701569314,2025-09-15
259,1002,163.79991016978505,2025-09-16
260,1019,173.37098488897976,2025-09-17
261,1058,226.4158304815188,2025-09-18
262,1035,210.3751742579568,2025-09-19
263,1018,302.16602448411527,2025-09-20
264,1089,280.98060777186555,2025-09-21
265,1066,246.6506070194175,2025-09-22
266,1018,161.91325421360904,2025-09-23
267,1019,171.77214983652124,2025-09-24
268,1095,149.89766381856327,2025-09-25
269,1070,213.98786748933546,2025-09-26
270,1051,62.95225777701492,2025-09-27
271,1032,177.06903615285006,2025-09-28
272,1039,184.66418003390913,2025-09-29
273,1038,123.78547334150039,2025-09-30
274,1081,239.88681572893174,2025-10-01
275,1000,,2025-10-02
276,1010,213.38713328516306,2025-10-03
277,1091,339.1888711744525,2025-10-04
278,1056,119.44971950223893,2025-10-05
279,1088,192.57242974964754,2025-10-06
280,1049,179.62699311823673,2025-10-07
281,1022,169.90156605518078,2025-10-08
282,1030,238.01255473176803,2025-10-09
283,1093,255.31645524142215,2025-10-10
284,1041,238.58190746506682,2025-10-11
285,1098,163.8330458774383,2025-10-12
286,1006,321.6924039201208,2025-10-13
287,1015,111.48784058290539,2025-10-14
288,1089,148.36854654828528,2025-10-15
289,1059,208.4864642195187,2025-10-16
290,1001,204.46969595728248,2025-10-17
291,1000,224.40220396893747,2025-10-18
292,1047,279.00670475376006,2025-10-19
293,1011,194.00745403172004,2025-10-20
294,1068,205.68647301064902,2025-10-21
295,1036,170.27419736378752,2025-10-22
296,1031,229.4164259230321,2025-10-23
297,1008,184.07607446748304,2025-10-24
298,1098,184.04714894668285,2025-10-25
299,1018,227.17415764818887,2025-10-26
300,1047,251.74604635402994,2025-10-27
301,1079,89.59467241630614,2025-10-28
302,1002,218.03892123367143,2025-10-29
303,1019,186.48983406612308,2025-10-30
304,1023,247.38084688307046,2025-10-31
305,1053,,2025-11-01
306,1032,265.05262165811496,2025-11-02
307,1023,166.17934897579806,2025-11-03
308,1074,88.48350461870555,2025-11-04
309,1071,252.57965203358333,2025-11-05
310,1035,157.82275188772647,2025-11-06
311,1037,,2025-11-07
312,1083,200.80267093219655,2025-11-08
313,1098,188.04106669849156,2025-11-09
314,1088,241.15524878725034,2025-11-10
315,1098,244.62054099076056,2025-11-11
316,1024,204.78102229446964,2025-11-12
317,1092,155.75920290410076,2025-11-13
318,1017,214.3470630612149,2025-11-14
319,1081,208.25971900602883,2025-11-15
320,1065,228.4468337234821,2025-11-16
321,1053,156.25966431276493,2025-11-17
322,1034,179.98135634162236,2025-11-18
323,1079,225.4689058168053,2025-11-19
324,1060,262.3663527615862,2025-11-20
325,1040,248.2961003979795,2025-11-21
326,1099,204.10274355763988,2025-11-22
327,1032,175.6302488039426,2025-11-23
328,1067,220.19102793396527,2025-11-24
329,1032,145.4304781353265,2025-11-25
330,1013,,2025-11-26
331,1020,275.4885656229812,2025-11-27
332,1047,220.10172400234612,2025-11-28
333,1019,182.62366331135226,2025-11-29
334,1007,241.45693422926342,2025-11-30
335,1006,264.3487481924797,2025-12-01
336,1066,177.76812208771798,2025-12-02
337,1016,178.62960287752622,2025-12-03
338,1032,172.36771133264972,2025-12-04
339,1047,248.19251593576809,2025-12-05
340,1075,248.6778723760062,2025-12-06
341,1058,269.29516606455496,2025-12-07
342,1085,250.4301474924418,2025-12-08
343,1021,118.38909602857406,2025-12-09
344,1029,214.04821604590995,2025-12-10
345,1037,147.08072985764738,2025-12-11
346,1050,174.35428125142923,2025-12-12
347,1053,208.52971017904315,2025-12-13
348,1007,241.7782699174952,2025-12-14
349,1026,155.45783287744612,2025-12-15
350,1026,83.76401692737994,2025-12-16
351,1097,209.02654209027156,2025-12-17
352,1020,332.1785791699275,2025-12-18
353,1029,189.85768901649237,2025-12-19
354,1096,,2025-12-20
355,1027,289.1081809268039,2025-12-21
356,1063,229.5137309530894,2025-12-22
357,1096,210.84305184914692,2025-12-23
358,1068,222.10583326567365,2025-12-24
359,1060,212.51219662868243,2025-12-25
360,1047,143.0122785921647,2025-12-26
361,1018,132.92774211001512,2025-12-27
362,1003,294.3414056062118,2025-12-28
363,1034,209.19416759525788,2025-12-29
364,1063,205.0047721289849,2025-12-30
365,1048,195.4886167971895,2025-12-31
366,1016,239.05366338082263,2026-01-01
367,1043,326.9345550868743,2026-01-02
368,1091,226.19763335538968,2026-01-03
369,1029,170.59565868427237,2026-01-04
370,1092,193.3299571054228,2026-01-05
371,1045,253.54982336026274,2026-01-06
372,1005,170.85996992935011,2026-01-07
373,1098,242.61232445151342,2026-01-08
374,1036,83.96313130109347,2026-01-09
375,1023,188.50602142768065,2026-01-10
376,1092,231.40700067403347,2026-01-11
377,1045,263.50627732878576,2026-01-12
378,1052,159.07628914788043,2026-01-13
379,1094,124.86174911846982,2026-01-14
380,1098,186.96324175540906,2026-01-15
381,1059,143.72904961265556,2026-01-16
382,1096,192.54816666352352,2026-01-17
383,1062,199.66732726843813,2026-01-18
384,1084,134.04274773990275,2026-01-19
385,1031,240.22195550554326,2026-01-20
386,1086,192.13930533177745,2026-01-21
387,1032,254.02299345026748,2026-01-22
388,1066,107.75473798519532,2026-01-23
389,1017,149.14039147273047,2026-01-24
390,1024,225.83346543240614,2026-01-25
391,1094,160.04447145873675,2026-01-26
392,1053,191.7732170975152,2026-01-27
393,1057,200.03495587785875,2026-01-28
394,1066,207.9127990476684,2026-01-29
395,1045,166.12168936331466,2026-01-30
396,1023,207.46432817362387,2026-01-31
397,1031,160.872814738276,2026-02-01
398,1046,233.71402343733877,2026-02-02
399,1085,194.25779902584884,2026-02-03
400,1022,207.75183117977593,2026-02-04
401,1065,328.4963419845167,2026-02-05
402,1026,144.64477726999894,2026-02-06
403,1001,269.4291134520144,2026-02-07
404,1089,67.03243214753135,2026-02-08
405,1016,96.08116725405284,2026-02-09
406,1032,137.96799611562147,2026-02-10
407,1008,141.1235817362532,2026-02-11
408,1042,210.18508990694247,2026-02-12
409,1047,214.4921132084234,2026-02-13
410,1038,187.25893658138176,2026-02-14
411,1092,192.50610166187693,2026-02-15
412,1041,226.38823804658304,2026-02-16
413,1025,241.6611938810371,2026-02-17
414,1098,133.67304919451203,2026-02-18
415,1049,181.90545143834981,2026-02-19
416,1024,196.5205088543495,2026-02-20
417,1023,224.26579982802266,2026-02-21
418,1012,161.36664288632645,2026-02-22
419,1059,195.5389412203165,2026-02-23
420,1006,5000.0,2026-02-24
421,1056,164.7764948270235,2026-02-25
422,1035,163.58424250260572,2026-02-26
423,1044,204.93728888186672,2026-02-27
424,1019,193.4827427006396,2026-02-28
425,1064,225.0238759710316,2026-03-01
426,1007,147.3370639677502,2026-03-02
427,1015,182.46592360606064,2026-03-03
428,1013,188.5391974223204,2026-03-04
429,1075,240.69319540618028,2026-03-05
430,1086,152.9793112716049,2026-03-06
431,1014,211.7326002577543,2026-03-07
432,1091,212.63777537689433,2026-03-08
433,1097,282.31986213399864,2026-03-09
434,1065,149.64553178468694,2026-03-10
435,1031,5000.0,2026-03-11
436,1086,153.13221588883394,2026-03-12
437,1062,116.51104139658,2026-03-13
438,1085,288.23434671313595,2026-03-14
439,1050,137.92493845254387,2026-03-15
440,1024,159.18472954725772,2026-03-16
441,1057,265.788325414108,2026-03-17
442,1062,112.34464765308924,2026-03-18
443,1061,,2026-03-19
444,1021,129.34878273291113,2026-03-20
445,1057,,2026-03-21
446,1057,91.50611564795707,2026-03-22
447,1085,112.32652918746686,2026-03-23
448,1048,172.75388825205457,2026-03-24
449,1051,248.59113450863677,2026-03-25
450,1041,198.45208746817133,2026-03-26
451,1069,183.21424635567146,2026-03-27
452,1014,267.3022103732359,2026-03-28
453,1053,307.7619769216536,2026-03-29
454,1059,233.6128642206886,2026-03-30
455,1096,168.85727484493583,2026-03-31
456,1007,179.0928482995364,2026-04-01
457,1052,135.57763101213376,2026-04-02
458,1059,205.0408711127026,2026-04-03
459,1004,118.52035070118365,2026-04-04
460,1067,227.59318276547504,2026-04-05
461,1005,300.27870228199765,2026-04-06
462,1095,235.8795789896525,2026-04-07
463,1093,176.54261399025327,2026-04-08
464,1046,226.34687063158952,2026-04-09
465,1098,281.02667225829384,2026-04-10
466,1054,278.52473176305693,2026-04-11
467,1039,149.81210542183146,2026-04-12
468,1051,225.51481947911617,2026-04-13
469,1015,192.09492549649008,2026-04-14
470,1012,240.32966239568435,2026-04-15
471,1029,219.18069769083854,2026-04-16
472,1018,81.51392952577763,2026-04-17
473,1016,182.59934568515806,2026-04-18
474,1062,209.92791814481458,2026-04-19
475,1018,128.2817516420577,2026-04-20
476,1091,229.0511004932993,2026-04-21
477,1057,123.79923791364848,2026-04-22
478,1054,,2026-04-23
479,1089,267.0655959850067,2026-04-24
480,1089,155.81111055678656,2026-04-25
481,1061,228.69834796008377,2026-04-26
482,1022,112.32131410456564,2026-04-27
483,1008,304.0657328382571,2026-04-28
484,1011,184.77231807563712,2026-04-29
485,1000,204.76604034738597,2026-04-30
486,1057,208.95183982744825,2026-05-01
487,1000,230.37834321656794,2026-05-02
488,1033,124.04100085069115,2026-05-03
489,1095,199.73317645816684,2026-05-04
490,1047,167.06155871093216,2026-05-05
491,1088,115.5221386960865,2026-05-06
492,1000,249.3561100064355,2026-05-07
493,1015,182.39135082002048,2026-05-08
494,1060,212.12602128062596,2026-05-09
495,1063,208.99227093640295,2026-05-10
496,1062,183.25738638119432,2026-05-11
497,1068,298.7513676815391,2026-05-12
498,1021,,2026-05-13
499,1092,122.1023841161666,2026-05-14
500,1066,179.9809319908341,2026-05-15
43,1054,227.58685052325373,2025-02-12
451,1069,183.21424635567146,2026-03-27
492,1000,249.3561100064355,2026-05-07
55,1013,173.84059532064452,2025-02-24
366,1016,239.05366338082263,2026-01-01
